Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-01-29 12:11:28.571 +0530,"Failure",0:00:00,1,0,0,"20180129_121128.571/LogFile.txt","","STUnknownMessage -- ERROR: No Such Command: 'excel'",0
2018-01-29 12:12:19.460 +0530,"Success",0:00:00,0,0,0,"20180129_121219.460/LogFile.txt","","",1
2018-01-29 12:15:08.035 +0530,"Success",0:00:00,0,0,0,"20180129_121508.035/LogFile.txt","","",1
